Company,items,industry,description
켄코아에어로스페이스,항공가공품 및 조립품,"항공기,우주선 및 부품 제조업","기업개요
동사는 2013년 4월 8일에 항공기부품 제조, 판매 및 항공기 설계, 제조업을 주영업목적으로 설립됨.
동사의 사업영역은 부품 가공사업, 부품조립사업, 항공MRO사업, 항공 원소재 공급 사업(항공우주물류센터. AIL)의 4가가지로 분류할수 있음.
항공기 동체 분야 Turn-key 수주를 통한 Global Premier Total solution Provider로서 성장을 목표로 사업부문 전개.
출처 : 에프앤가이드"
토탈소프트,해운물류소프트웨어 (CATOS 등),소프트웨어 개발 및 공급업,"기업개요
동사는 해운 항만 물류 산업분야의 솔루션을 제공하는 소프트웨어 개발업 등을 영위할 목적으로 1988년 11월 1일에 설립되었음.
주요 제품은 컨테이너 터미널 운영시스템, 선박 탑제용 컴퓨터, 선사용 양적하시스템, 항만 커뮤니티 시스템, 다목적터미널운영시스템, 가상 훈련시뮬레이터(항만 크레인, 용접 등) 등임.
동사의 제품인 CASP는 현재 세계 20대선사중 10대 선사가 사용하고 있음.
출처 : 에프앤가이드"
티에스넥스젠,"발전설비 Damper, 전력설비 Busway",특수 목적용 기계 제조업,"기업개요
동사는 1995년 7월 31일에 설립되어, 선박용 탈황설비(SOx Damper)와 발전플랜트설비 Damper, 전력배전설비 Busway, 전기에너지저장시스템(ESS) 제조 및 판매를 영위하고 있음.
동사는 에이치엘비파워에서 주식회사 티에스넥스젠으로 사명을 변경하였음.
2022년 10월 24일을 합병기일로 하여 티에스넥스젠은 존속하며, 티에스셀메디는 소멸해산하는 소규모합병을 진행함.
출처 : 에프앤가이드"
파라텍,소방기기,특수 목적용 기계 제조업,"기업개요
동사는 제조업 및 전문건설업을 영위할 목적으로 1973년 6월 8일에 설립되었으며, 1997년 12월 26일자로 코스닥시장에 상장됨.
동사는 1973년 설립 이래 스프링클러 헤드류, 주방용 자동소화장치, 소방용 합성수지배관(CPVC), 밸브 등 시장을 선도하는 소방제품을 생산해오고 있음.
1975년 국내 최초로 소방제품의 국가 검정을 획득하였으며, 2000년대 들어 신축배관, 스프링클러, 밸브 제품의 UL/FM인증을 획득함.
출처 : 에프앤가이드"
팬스타엔터프라이즈,자동차 정비용 리프트,일반 목적용 기계 제조업,"기업개요
동사는 자동차정비기기 사업을 영위하고 있으며, 자동차정비기기는 유공압기술을 바탕으로 한 정비용 리프트 기기와, 휠얼라인먼트, 타이어 탈착기, 밸런스 등의 하이테크장비로 제품군을 이루어 생산판매하고 있음.
품질우위와 사후관리 차별화로 가격이 높으며 자동차 정비용 리프트 M/S 는 국내 1위 기업임.
2016년부터는 신규사업으로 선박대여업, 선용품공급업, 크루즈관련 사업을 영위하고 있음.
출처 : 에프앤가이드"
하이즈항공,B787 날개구조물 등,"항공기,우주선 및 부품 제조업","기업개요
동사는 항공기 및 항공기 관련 부품의 조립 및 판매를 사업목적으로 2001년 11월 16일에 서울에서 설립되었으며, 2007년 6월 4일에 경남 사천으로 이전하였음.
동사는 각 프로그램 별 1차 공급자(Tier 1), 2차 공급자(Tier 2), 3차 공급자(Tier 3)의 형태로 각 역할을 수행하고 있음.
현재 B787 주익 및 B737 꼬리날개의 주요 기계가공부품을 Sole Source로 수주 후 개발 및 양산 진행함.
출처 : 에프앤가이드"
화성밸브,"가스밸브, 매몰용접용 볼밸브, 온수분배기",일반 목적용 기계 제조업,"기업개요
국내 1위 밸브 전문기업으로 1987년 4월에 설립되어 LPG 용기용 밸브, 플랜지형 볼밸브 등의 제조 및 판매를 주요 사업으로 영위하고 있음.
2000년 3월 업계 최초로 코스닥시장에 등록하여 자금 조달 및 신인도 상승을 이루어 내 밸브산업의 선두주자로서의 면모를 갖춤.
매몰용접형 볼밸브의 경우 신기술을 접목하여 특허를 취득하고, 급속도로 시장 점유율이 확대되어 동사의 핵심사업군으로 육성됨.
출처 : 에프앤가이드"
휴림로봇,제조업용로봇및서비스로봇,특수 목적용 기계 제조업,"기업개요
동사는 1999년 설립된 산업용 및 지능형 로봇 생산업체임. 동사의 공장은 충청남도 천안시에 위치하고 있음.
동사는 산업용로봇(제조업용로봇) 및 지능형로봇(서비스로봇)을 기반으로 사업을 영위하고 있으며, 국방용 로봇, 기타 신규사업 등 사업을 다각화하고 있음.
동사가 생산하는 제조업용 로봇은 직각좌표로봇, 수평다관절로봇, 데스크탑로봇, 반도체용로봇, 리니어스테이지 등이 있음.
출처 : 에프앤가이드"
희림,설계 및 감리용역,"건축기술, 엔지니어링 및 관련 기술 서비스업","기업개요
동사는 1970년 1월 10일 희림건축설계사무소로 설립되어 2000년 2월 3일자로 코스닥시장에 상장하였음.
동사는 건설 관련 서비스업인 설계, 허가, 준공 관련 업무를 대행하는 업무와 타당성조사, 분석, 설계, 감리 등에 관한 관리를 수행하고 있음.
해외사업 시너지를 극대화하고 새로운 해외사업 수주 기회를 확대하기 위해 설계와 CM, 본사-현장 간 협력체계를 정비해 해외 정보력 강화중.
출처 : 에프앤가이드"
HDC,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",기타 금융업,"기업개요
동사는 2018년 인적분할됨에 따라 투자, 브랜드수수료, 경영자문수수료, 배당수익, 임대수익 등 지주회사 사업을 영위.
동사의 건설부문에 HDC현대산업개발(주), HDC아이앤콘스(주), HDC랩스(주)가 있음.
유화부문에 HDC현대EP(주)는 석유화학 산업으로부터 PP,PE 등 주요 원료를 조달하여 자동차, 전기/전자, 소비재 및 건설 산업용 용도에 특화되어 있는 플라스틱 소재를 생산, 공급하는 PO부문 사업을 영위.
출처 : 에프앤가이드"
금강공업,"건설가설재,강관,거푸집 제조,판매",1차 철강 제조업,"기업개요
1979년 8월 설립되었으며 1988년 유가증권시장에 주식을 상장함.
동사는 배관용, 구조용 강관 제조 및 판매, 폼웍시스템(알루미늄폼, 갱폼, 유로폼, 특수폼) 제조, 배합사료, 임대업 등을 주요사업으로 영위하고 있음.
사업부문은 강관부문, 판넬(알루미늄폼)부문, 가설재부문, 사료부문, 기타부문(모듈러 등)으로 구성되어 있고, 현재 15개의 종속회사를 보유하고 있음.
출처 : 에프앤가이드"
금호건설,"종합건설/여객운송,관광/부동산 임대,분양",건물 건설업,"기업개요
동사는 타이어 제조 및 판매를 주목적사업으로 하여 1960년 설립되었으며, 현재 주요사업으로 건설부문 및 기타부문을 영위하고 있음.
동사 포함 25개의 계열회사(상장 4, 비상장 21)로 구성되어 있으며 대표적으로 금호고속, 아시아나항공, 금호에이엠씨 등이 있음.
동사의 공항사업은 국내에서 인천공항, 무안공항, 양양국제공항, 제주국제공항 등 사업에 참여, 토목부문에서 도로, 항만, 철도, 택지 등 다양한 기반 시설 조성을 주도.
출처 : 에프앤가이드"
대우건설,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",건물 건설업,"기업개요
도로, 철도 등 사회기반시설을 건설하는 토목사업과 아파트등을 건설하는 주택건축사업, 석유화학시설 및 발전소를 건설하는 플랜트사업을 영위.
동사의 연결대상 종속회사의 주요사업으로는 호텔사업, 강교 및 철골사업, 해외개발사업 등이 있음.
동사는 '제18회 대한민국 토목·건축기술대상’에서 싱가포르 톰슨-이스트코스트라인 스티븐스 정거장 및 터널이 토목시설물 도로, 교통시설 부문 최우수상을 수상하여 경쟁력과 시공능력을 대외적으로 홍보함.
출처 : 에프앤가이드"
대한전선,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",절연선 및 케이블 제조업,"기업개요
동사는 초고압케이블 등의 전력선과 소재, 통신케이블 등의 제품을 생산 및 판매하고, 각종 전선 관련 공사를 진행하는 종합 전선회사.
세계 최고 수준의 초고압케이블 기술과 베트남, 남아공, 사우디의 해외 생산거점을 바탕으로 미국, 유럽, 중동 등 해외시장에서 사업을 확장해나가고 있음.
국내에서는 한국전력공사를 포함한 공공업체 및 민수업체를 대상으로 사업을 영위하고 있음.
출처 : 에프앤가이드"
대한해운,"외항화물운송,국제해운대리점",해상 운송업,"기업개요
1968년에 설립된 동사 및 종속회사는 해운업, 무역업, 광업, 건설업 등의 사업을 영위하고 있으며, 해상화물운송 서비스를 주요 사업으로 영위.
주요사업으로 벌크선, LNG선, 탱커선 등을 통하여 철광석, 천연가스, 원유 등의 원재료를 선박으로 운송하는 해상화물운송 및 해운대리점업을 영위함.
주요 거래처인 포스코, 한국가스공사, 한국전력공사 등과 장기운송계약을 체결하여 안정적인 영업과 이익의 극대화를 실현하고자 함.
출처 : 에프앤가이드"
도화엔지니어링,"토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링","건축기술, 엔지니어링 및 관련 기술 서비스업","기업개요
동사는 1957년 설립된 종합건설엔지니어링 기업으로, 2011년 도화엔지니어링으로 사명을 변경함.
동사는 물산업, 도시, 철도, 플랜트, 수자원 등 SOC 전 분야에서 종합토목설계업, 종합감리전문업 등 전문적인 엔지니어링업과 신재생에너지를 이용한 발전소를 건설하는 등 발전사업을 진행하고 있음.
엔지니어링부문에서는 주로 국가 및 지방자치단체 등에서 발주하는 관급사업을 수행하고 있음.
출처 : 에프앤가이드"
동아지질,"보링그라우팅공사,토공사,철근콘크리트공사,상하수도공사,비계구조물해체공사,수중공사/지질조사,시공감리",기반조성 및 시설물 축조관련 전문공사업,"기업개요
동사는 1971년 3월 설립하여 2009년 6월 유가증권시장에 상장됨.
주요 사업은 토목분야의 보링 그라우팅 공사, 수중공사, 상하수도설비 공사, 토공사, 비계 구조물 해체 공사, 미장 방수 조적 공사, 철근 콘크리트 공사 등이 있음.
동사의 핵심 경쟁요소는 지반조사-시험-계측-설계-시공을 동시에 제공할 수 있는 토탈서비스 능력임. 특히, 토질/암석 시험실 및 시험장비 시스템을 갖추어 지반에 관한 데이터를 오랜 기간 축적함.
출처 : 에프앤가이드"
세방,"도로운송,항만하역,창고,지게차 임대",도로 화물 운송업,"기업개요
동사는 항만하역사업 및 화물자동차 운송사업 등을 영위할 목적으로 1965년 9월에 설립되었으며, 1977년 5월 발행주식을 유가증권시장에 상장함.
동사는 항만하역 사업의 선두주자로, 1960년대부터 독보적인 기술과 노하우로 산업 발전에 핵심적인 역할을 담당하여 왔음.
화물운송사업부문은 항만하역, 보관창고서비스 및 정보인프라와 연계하여 제공되고 있으며, 보관사업은 수출입 화물의 환적, 집화, 수배송 등 맞춤형 통합서비스를 제공함.
출처 : 에프앤가이드"
수산중공업,"유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매",특수 목적용 기계 제조업,"기업개요
동사는 1984년 3월 12일 건설중장비 및 특수차량의 국산화와 이를 통한 국가경제 기여를 목적으로 설립되었음.
유압브레이카와 트럭크레인을 비롯하여 수많은 특수차량을 국산화하여 막대한 수입대체효과는 물론 해외시장 수출을 통해 외화획득에 일조하였음.
건설기계 산업은 완전경쟁 시장으로, 기술적인 측면에서는 이미 성숙단계에 진입해 있으나, 수요 측면에서 신흥국을 대상으로 꾸준히 성장하고 있음.
출처 : 에프앤가이드"
